 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0495     0C      0    0   11111110 1111                                      
 0496     03      F    0   00111110 1111                                      
 0497     04      F    0   00111110 1111                                      
 0498     05      F    0   11111110 1111                                      
 0499     06      F    0   11111110 1111                                      
 0500     07      F    0   11111110 1111                                      
 0501     08      8    0   11111110 1111                                      
 0502     09      0    0   11111110 1111                                      
 0503     09      3    0   11111110 1111                                      
 0504     0A      0    0   11111110 1111                                      
 0505     0B      4    0   11111110 1111                                      
 0506     0C      1    0   11111110 1111                                      
 0507     03      0    0   11111110 1111                                      
 0508     04      0    0   11111110 1111                                      
 0509     05      0    0   11111110 1111                                      
 0510     06      0    0   11111110 1111                                      
 0511     07      0    0   11111110 1111                                      
 0512     08      5    0   11111110 1111                                      
 0513     09      4    0   11111110 1111                                      
 0514     0A      4    0   11111110 1111                                      
 0515     0B      4    0   11111110 1111                                      
 0516     0C      5    0   11111110 1111                                      
 0517     03      F    1   00111101 1111                                      
 0518     04      F    1   00111101 1111                                      
 0519     05      F    1   00111101 1111                                      
 0520     06      F    1   00111101 1111                                      
 0521     07      F    1   00111101 1111                                      
 0522     08      8    1   00111101 1111                                      
 0523     08      8    1   00111101 1111                                      
 0524     09      0    1   00111101 1111                                      
 0525     09      3    1   00111101 1111                                      
 0526     0A      0    1   00111101 1111                                      
 0527     0B      4    1   00111101 1111                                      
 0528     0C      1    1   00111101 1111                                      
 0529     01      0    1   11111101 1111                                      
 0530     02      0    1   11111101 1111                                      
 0531     03      0    1   11111101 1111                                      
 0532     04      0    1   11111101 1111                                      
 0533     05      0    1   11111101 1111                                      
 0534     06      8    1   11111101 1111                                      
 0535     07      0    1   11111101 1111                                      
 0536     07      0    1   11111101 1111                                      
 0537     08      5    1   11111101 1111                                      
 0538     09      4    1   11111101 1111                                      
 0539     0A      4    1   11111101 1111                                      
 0540     0B      4    1   11111101 1111                                      
 0541     0C      5    1   11111101 1111                                      
 0542     03      F    0   11111110 1111                                      
 0543     04      F    0   11111110 1111                                      
 0544     05      F    0   11111110 1111                                      
 0545     06      F    0   11111110 1111                                      
 0546     07      F    0   11111110 1111                                      
 0547     08      F    0   11111110 1111                                      
 0548     09      F    0   11111110 1111                                      
 0549     0A      F    0   11111110 1111                                      
 0550     0B      F    0   11111110 1111                                      
 0551     0C      F    0   00111110 1111                                      
 0552     01      0    0   00111110 1111                                      
 0553     02      0    0   00111110 1111                                      
 0554     03      0    0   00111110 1111                                      
 0555     04      0    0   00111110 1111                                      
 0556     05      0    0   00111110 1111                                      
 0557     06      0    0   00111110 1111                                      
 0558     07      0    0   00111110 1111                                      
 0559     08      0    0   00111110 1111                                      
 0560     09      0    0   00111110 1111                                      
 0561     0A      8    0   00111110 1111                                      
 0562     0B      0    0   00111110 1111                                      
 0563     0C      0    0   00111110 1111                                      
 0564     03      F    0   00111110 1111                                      
 0565     04      F    0   00111110 1111                                      
 0566     05      F    0   00111110 1111                                      
 0567     06      F    0   00111110 1111                                      
 0568     07      F    0   00111110 1111                                      
 0569     08      8    0   00111110 1111                                      
 0570     09      3    0   00111110 1111                                      
 0571     0A      0    0   00111110 1111                                      
 0572     0B      4    0   00111110 1111                                      
 0573     0C      1    0   00111110 1111                                      
 0574     03      0    0   00111110 1111                                      
 0575     04      0    0   00111110 1111                                      
 0576     05      0    0   00111110 1111                                      
 0577     06      0    0   00111110 1111                                      
 0578     07      0    0   00111110 1111                                      
 0579     08      5    0   00111110 1111                                      
 0580     09      4    0   00111110 1111                                      
 0581     0A      4    0   00111110 1111                                      
 0582     0B      4    0   00111110 1111                                      
 0583     0C      5    0   00111110 1111                                      
 0584     03      F    1   11111101 1111                                      
 0585     04      F    1   11111101 1111                                      
 0586     05      F    1   11111101 1111                                      
 0587     06      F    1   11111101 1111                                      
 0588     07      F    1   11111101 1111                                      
 0589     08      8    1   11111101 1111                                      
 0590     09      0    1   11111101 1111                                      
 0591     09      3    1   11111101 1111                                      
 0592     0A      0    1   11111101 1111                                      
 0593     0B      4    1   11111101 1111                                      
 0594     0C      1    1   11111101 1111                                      
 0595     01      0    1   00111101 1111                                      
 0596     02      0    1   00111101 1111                                      
 0597     03      0    1   00111101 1111                                      
 0598     04      0    1   00111101 1111                                      
 0599     05      0    1   00111101 1111                                      
 0600     06      8    1   00111101 1111                                      
 0601     07      0    1   00111101 1111                                      
 0602     07      0    1   00111101 1111                                      
 0603     08      5    1   00111101 1111                                      
 0604     09      4    1   00111101 1111                                      
 0605     0A      4    1   00111101 1111                                      
