 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE    
 0557     73      0    0   111110 1111                                        
 0558     7C      F    0   111110 1111                                        
 0559     7B      F    0   111110 1111                                        
 0560     7A      F    0   111110 1111                                        
 0561     79      F    0   111110 1111                                        
 0562     78      F    0   111110 1111                                        
 0563     77      8    0   111110 1111                                        
 0564     76      3    0   111110 1111                                        
 0565     75      0    0   111110 1111                                        
 0566     74      4    0   111110 1111                                        
 0567     73      1    0   111110 1111                                        
 0568     7C      0    0   111110 1111                                        
 0569     7B      0    0   111110 1111                                        
 0570     7A      0    0   111110 1111                                        
 0571     79      0    0   111110 1111                                        
 0572     78      0    0   111110 1111                                        
 0573     77      5    0   111110 1111                                        
 0574     76      4    0   111110 1111                                        
 0575     75      4    0   111110 1111                                        
 0576     74      4    0   111110 1111                                        
 0577     73      5    0   111110 1111                                        
 0578     7C      F    1   111101 1111                                        
 0579     7B      F    1   111101 1111                                        
 0580     7A      F    1   111101 1111                                        
 0581     79      F    1   111101 1111                                        
 0582     78      F    1   111101 1111                                        
 0583     77      8    1   111101 1111                                        
 0584     76      0    1   111101 1111                                        
 0585     76      3    1   111101 1111                                        
 0586     75      0    1   111101 1111                                        
 0587     74      4    1   111101 1111                                        
 0588     73      1    1   111101 1111                                        
 0589     7E      0    1   111101 1111                                        
 0590     7D      0    1   111101 1111                                        
 0591     7C      0    1   111101 1111                                        
 0592     7B      0    1   111101 1111                                        
 0593     7A      0    1   111101 1111                                        
 0594     79      8    1   111101 1111                                        
 0595     78      0    1   111101 1111                                        
 0596     77      5    1   111101 1111                                        
 0597     76      4    1   111101 1111                                        
 0598     75      4    1   111101 1111                                        
 0599     74      4    1   111101 1111                                        
 0600     73      5    1   111101 1111                                        
 0601     7C      F    0   111110 1111                                        
 0602     7B      F    0   111110 1111                                        
 0603     7A      F    0   111110 1111                                        
 0604     79      F    0   111110 1111                                        
 0605     78      F    0   111110 1111                                        
 0606     77      F    0   111110 1111                                        
 0607     76      F    0   111110 1111                                        
 0608     75      F    0   111110 1111                                        
 0609     74      F    0   111110 1111                                        
 0610     73      F    0   111110 1111                                        
 0611     7E      0    0   111110 1111                                        
 0612     7D      0    0   111110 1111                                        
 0613     7C      0    0   111110 1111                                        
 0614     7B      0    0   111110 1111                                        
 0615     7A      0    0   111110 1111                                        
 0616     79      0    0   111110 1111                                        
 0617     78      0    0   111110 1111                                        
 0618     77      0    0   111110 1111                                        
 0619     76      0    0   111110 1111                                        
 0620     75      8    0   111110 1111                                        
 0621     74      0    0   111110 1111                                        
 0622     73      0    0   111110 1111                                        
 0623     7C      F    0   111110 1111                                        
 0624     7B      F    0   111110 1111                                        
 0625     7A      F    0   111110 1111                                        
 0626     79      F    0   111110 1111                                        
 0627     78      F    0   111110 1111                                        
 0628     77      8    0   111110 1111                                        
 0629     76      3    0   111110 1111                                        
 0630     75      0    0   111110 1111                                        
 0631     74      4    0   111110 1111                                        
 0632     73      1    0   111110 1111                                        
 0633     7C      0    0   111110 1111                                        
 0634     7B      0    0   111110 1111                                        
 0635     7A      0    0   111110 1111                                        
 0636     79      4    0   111110 1111                                        
 0637     78      0    0   111110 1111                                        
 0638     77      5    0   111110 1111                                        
 0639     76      4    0   111110 1111                                        
 0640     75      4    0   111110 1111                                        
 0641     74      4    0   111110 1111                                        
 0642     73      5    0   111110 1111                                        
 0643     7C      F    1   111101 1111                                        
 0644     7B      F    1   111101 1111                                        
 0645     7A      F    1   111101 1111                                        
 0646     79      F    1   111101 1111                                        
 0647     78      F    1   111101 1111                                        
 0648     77      8    1   111101 1111                                        
 0649     76      3    1   111101 1111                                        
 0650     75      0    1   111101 1111                                        
 0651     74      4    1   111101 1111                                        
 0652     73      1    1   111101 1111                                        
 0653     7E      0    1   111101 1111                                        
 0654     7D      0    1   111101 1111                                        
 0655     7C      0    1   111101 1111                                        
 0656     7B      0    1   111101 1111                                        
 0657     7A      0    1   111101 1111                                        
 0658     79      C    1   111101 1111                                        
 0659     78      0    1   111101 1111                                        
 0660     77      5    1   111101 1111                                        
 0661     76      4    1   111101 1111                                        
 0662     75      4    1   111101 1111                                        
 0663     74      4    1   111101 1111                                        
 0664     73      5    1   111101 1111                                        
 0665     7C      F    0   111110 1111                                        
 0666     7B      F    0   111110 1111                                        
 0667     7A      F    0   111110 1111                                        
 0668     79      F    0   111110 1111                                        
 0669     78      F    0   111110 1111                                        
 0670     77      F    0   111110 1111                                        
 0671     76      F    0   111110 1111                                        
 0672     75      F    0   111110 1111                                        
 0673     74      F    0   111110 1111                                        
 0674     73      F    0   111110 1111                                        
 0675     7E      0    0   111110 1111                                        
 0676     7D      0    0   111110 1111                                        
 0677     7C      0    0   111110 1111                                        
 0678     7B      0    0   111110 1111                                        
 0679     7A      0    0   111110 1111                                        
 0680     79      0    0   111110 1111                                        
 0681     78      0    0   111110 1111                                        
 0682     77      0    0   111110 1111                                        
 0683     76      0    0   111110 1111                                        
 0684     75      8    0   111110 1111                                        
 0685     74      0    0   111110 1111                                        
 0686     73      0    0   111110 1111                                        
 0687     7C      F    0   111110 1111                                        
 0688     7B      F    0   111110 1111                                        
 0689     7A      0    0   111110 1111                                        
 0690     7A      0    0   111110 1111                                        
 0691     79      F    0   111110 1111                                        
 0692     78      F    0   111110 1111                                        
 0693     77      8    0   111110 1111                                        
 0694     76      3    0   111110 1111                                        
 0695     75      0    0   111110 1111                                        
 0696     74      4    0   111110 1111                                        
 0697     73      1    0   111110 1111                                        
 0698     7C      0    0   111110 1111                                        
 0699     7B      0    0   111110 1111                                        
 0700     7A      3    0   111110 1111                                        
 0701     79      4    0   111110 1111                                        
 0702     78      0    0   111110 1111                                        
 0703     77      5    0   111110 1111                                        
 0704     76      4    0   111110 1111                                        
 0705     75      4    0   111110 1111                                        
 0706     74      4    0   111110 1111                                        
 0707     73      5    0   111110 1111                                        
